Similarity_Score,skill_match_ratio,resume_length,years_of_experience,Label
0.573,0.10606060606060606,314,0,0
0.573,0.10606060606060606,314,0,0
0.573,0.10606060606060606,314,0,0
0.5722,0.13636363636363635,422,0,0
0.5722,0.13636363636363635,422,0,0
0.5722,0.13636363636363635,422,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5715,0.16666666666666666,343,0,0
0.5706,0.06060606060606061,86,0,0
0.5706,0.06060606060606061,86,0,0
0.5706,0.06060606060606061,86,0,0
0.5706,0.06060606060606061,86,0,0
0.5706,0.06060606060606061,86,0,0
0.5706,0.06060606060606061,86,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5671,0.045454545454545456,155,0,0
0.5641,0.12121212121212122,166,0,0
0.5641,0.12121212121212122,166,0,0
0.5641,0.12121212121212122,166,0,0
0.5641,0.12121212121212122,166,0,0
0.5641,0.12121212121212122,166,0,0
0.5641,0.12121212121212122,166,0,0
0.5611,0.16666666666666666,549,0,0
0.5611,0.16666666666666666,549,0,0
0.5611,0.16666666666666666,549,0,0
0.5611,0.16666666666666666,549,0,0
0.5611,0.16666666666666666,549,0,0
0.5611,0.16666666666666666,549,0,0
0.5562,0.12121212121212122,465,0,0
0.5559,0.10606060606060606,225,0,0
0.5559,0.10606060606060606,225,0,0
0.5559,0.10606060606060606,225,0,0
0.5559,0.10606060606060606,225,0,0
0.5559,0.10606060606060606,225,0,0
0.5559,0.10606060606060606,225,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5557,0.07575757575757576,125,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5552,0.19696969696969696,302,0,0
0.5495,0.07575757575757576,150,0,0
0.5495,0.07575757575757576,150,0,0
0.5495,0.07575757575757576,150,0,0
0.5495,0.07575757575757576,150,0,0
0.5495,0.07575757575757576,150,0,0
0.5495,0.07575757575757576,150,0,0
0.5487,0.10606060606060606,491,0,0
0.5487,0.10606060606060606,491,0,0
0.5487,0.10606060606060606,491,0,0
0.5487,0.10606060606060606,491,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5451,0.12121212121212122,122,0,0
0.5446,0.10606060606060606,169,0,0
0.5446,0.10606060606060606,169,0,0
0.5446,0.10606060606060606,169,0,0
0.5446,0.10606060606060606,169,0,0
0.5446,0.10606060606060606,169,0,0
0.5446,0.10606060606060606,169,0,0
0.5427,0.09090909090909091,411,0,0
0.5388,0.09090909090909091,377,0,0
0.5388,0.09090909090909091,377,0,0
0.5388,0.09090909090909091,377,0,0
0.5367,0.16666666666666666,341,0,0
0.5367,0.16666666666666666,341,0,0
0.5367,0.16666666666666666,341,0,0
0.5367,0.16666666666666666,341,0,0
0.5367,0.16666666666666666,341,0,0
0.5367,0.16666666666666666,341,0,0
0.5347,0.045454545454545456,125,0,0
0.5347,0.045454545454545456,125,0,0
0.5347,0.045454545454545456,125,0,0
0.5347,0.045454545454545456,125,0,0
0.5317,0.030303030303030304,42,0,0
0.5317,0.030303030303030304,42,0,0
0.5317,0.030303030303030304,42,0,0
0.5317,0.030303030303030304,42,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5301,0.045454545454545456,108,0,0
0.5285,0.06060606060606061,200,0,0
0.5285,0.06060606060606061,200,0,0
0.5271,0.06060606060606061,162,0,0
0.5271,0.06060606060606061,162,0,0
0.5271,0.06060606060606061,162,0,0
0.5271,0.06060606060606061,162,0,0
0.5271,0.06060606060606061,162,0,0
0.5271,0.06060606060606061,162,0,0
0.5261,0.12121212121212122,642,0,0
0.5261,0.12121212121212122,642,0,0
0.5261,0.12121212121212122,642,0,0
0.5261,0.12121212121212122,642,0,0
0.5261,0.12121212121212122,642,0,0
0.5261,0.12121212121212122,642,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.5256,0.16666666666666666,522,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.525,0.07575757575757576,238,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5233,0.13636363636363635,750,0,0
0.5209,0.09090909090909091,232,0,0
0.5209,0.09090909090909091,232,0,0
0.5209,0.09090909090909091,232,0,0
0.5209,0.09090909090909091,232,0,0
0.5209,0.09090909090909091,232,0,0
0.5209,0.09090909090909091,232,0,0
0.5139,0.045454545454545456,76,0,0
0.5139,0.045454545454545456,76,0,0
0.5139,0.045454545454545456,76,0,0
0.5139,0.045454545454545456,76,0,0
0.5135,0.13636363636363635,532,0,0
0.5135,0.13636363636363635,532,0,0
0.5135,0.13636363636363635,532,0,0
0.5133,0.09090909090909091,406,0,0
0.5133,0.09090909090909091,406,0,0
0.5133,0.09090909090909091,406,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5111,0.13636363636363635,505,0,0
0.5101,0.030303030303030304,83,0,0
0.5101,0.030303030303030304,83,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.5076,0.13636363636363635,260,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.507,0.015151515151515152,105,0,0
0.5046,0.015151515151515152,96,0,0
0.5046,0.015151515151515152,96,0,0
0.5046,0.015151515151515152,96,0,0
0.5046,0.015151515151515152,96,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5031,0.09090909090909091,149,0,0
0.5017,0.13636363636363635,361,0,0
0.5017,0.13636363636363635,361,0,0
0.5017,0.13636363636363635,361,0,0
0.5017,0.13636363636363635,361,0,0
0.5017,0.13636363636363635,361,0,0
0.5017,0.13636363636363635,361,0,0
0.5,0.06060606060606061,243,0,0
0.5,0.06060606060606061,243,0,0
0.5,0.06060606060606061,243,0,0
0.4973,0.12121212121212122,424,0,0
0.4973,0.12121212121212122,424,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4966,0.015151515151515152,75,0,0
0.4964,0.015151515151515152,88,0,0
0.4964,0.015151515151515152,88,0,0
0.4964,0.015151515151515152,88,0,0
0.4964,0.015151515151515152,88,0,0
0.495,0.06060606060606061,302,0,0
0.4933,0.030303030303030304,45,0,0
0.4933,0.030303030303030304,45,0,0
0.4933,0.030303030303030304,45,0,0
0.4933,0.030303030303030304,45,0,0
0.4909,0.19696969696969696,783,0,0
0.4909,0.19696969696969696,783,0,0
0.4909,0.19696969696969696,783,0,0
0.4909,0.19696969696969696,783,0,0
0.4897,0.07575757575757576,330,0,0
0.4897,0.07575757575757576,330,0,0
0.4897,0.07575757575757576,330,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.488,0.015151515151515152,90,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4874,0.09090909090909091,341,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4841,0.13636363636363635,1380,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.4818,0.21212121212121213,1173,0,0
0.477,0.10606060606060606,486,0,0
0.477,0.10606060606060606,486,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4749,0.06060606060606061,190,0,0
0.4742,0.030303030303030304,28,0,0
0.4742,0.030303030303030304,28,0,0
0.4742,0.030303030303030304,28,0,0
0.4742,0.030303030303030304,28,0,0
0.4742,0.030303030303030304,28,0,0
0.4742,0.030303030303030304,28,0,0
0.4714,0.13636363636363635,340,0,0
0.4714,0.13636363636363635,340,0,0
0.4714,0.13636363636363635,340,0,0
0.4706,0.13636363636363635,464,0,0
0.4706,0.13636363636363635,464,0,0
0.4706,0.13636363636363635,464,0,0
0.4701,0.030303030303030304,86,0,0
0.4701,0.030303030303030304,86,0,0
0.4701,0.030303030303030304,86,0,0
0.4701,0.030303030303030304,86,0,0
0.4701,0.030303030303030304,86,0,0
0.4701,0.030303030303030304,86,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.47,0.045454545454545456,64,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4681,0.12121212121212122,457,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4648,0.18181818181818182,687,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4615,0.045454545454545456,182,0,0
0.4614,0.16666666666666666,383,0,0
0.4614,0.16666666666666666,383,0,0
0.4614,0.16666666666666666,383,0,0
0.4614,0.16666666666666666,383,0,0
0.4614,0.16666666666666666,383,0,0
0.4614,0.16666666666666666,383,0,0
0.4578,0.045454545454545456,109,0,0
0.4578,0.045454545454545456,109,0,0
0.4578,0.045454545454545456,109,0,0
0.4578,0.045454545454545456,109,0,0
0.456,0.10606060606060606,255,0,0
0.456,0.10606060606060606,255,0,0
0.456,0.10606060606060606,255,0,0
0.456,0.10606060606060606,255,0,0
0.4549,0.030303030303030304,193,0,0
0.4549,0.030303030303030304,193,0,0
0.4549,0.030303030303030304,193,0,0
0.4545,0.15151515151515152,496,0,0
0.4545,0.15151515151515152,496,0,0
0.4545,0.15151515151515152,496,0,0
0.4545,0.15151515151515152,496,0,0
0.4545,0.15151515151515152,496,0,0
0.4545,0.15151515151515152,496,0,0
0.4538,0.13636363636363635,835,0,0
0.4538,0.13636363636363635,835,0,0
0.4538,0.13636363636363635,835,0,0
0.4538,0.13636363636363635,835,0,0
0.4528,0.045454545454545456,271,0,0
0.4528,0.045454545454545456,271,0,0
0.4528,0.045454545454545456,271,0,0
0.4528,0.045454545454545456,271,0,0
0.4528,0.045454545454545456,271,0,0
0.4514,0.07575757575757576,156,0,0
0.4514,0.07575757575757576,156,0,0
0.4514,0.07575757575757576,156,0,0
0.4514,0.07575757575757576,156,0,0
0.4514,0.07575757575757576,156,0,0
0.4514,0.07575757575757576,156,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4501,0.07575757575757576,190,0,0
0.4482,0.045454545454545456,112,0,0
0.4482,0.045454545454545456,112,0,0
0.4482,0.045454545454545456,112,0,0
0.4482,0.045454545454545456,112,0,0
0.4482,0.045454545454545456,112,0,0
0.4482,0.045454545454545456,112,0,0
0.4453,0.09090909090909091,257,0,0
0.4453,0.09090909090909091,257,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4446,0.12121212121212122,651,0,0
0.4436,0.0,14,0,0
0.4436,0.0,14,0,0
0.4436,0.0,14,0,0
0.4436,0.0,14,0,0
0.4433,0.015151515151515152,54,0,0
0.4433,0.015151515151515152,54,0,0
0.4433,0.015151515151515152,54,0,0
0.4433,0.015151515151515152,54,0,0
0.4433,0.015151515151515152,54,0,0
0.4422,0.015151515151515152,57,0,0
0.4422,0.015151515151515152,57,0,0
0.4368,0.06060606060606061,426,0,0
0.4368,0.06060606060606061,426,0,0
0.4368,0.06060606060606061,426,0,0
0.4368,0.06060606060606061,426,0,0
0.4368,0.06060606060606061,426,0,0
0.4368,0.06060606060606061,426,0,0
0.4362,0.0,40,0,0
0.4362,0.0,40,0,0
0.4362,0.0,40,0,0
0.4362,0.0,40,0,0
0.4357,0.0,157,0,0
0.4357,0.0,157,0,0
0.4357,0.0,157,0,0
0.4357,0.0,157,0,0
0.4357,0.0,157,0,0
0.4357,0.0,157,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4324,0.16666666666666666,298,0,0
0.4312,0.12121212121212122,268,0,0
0.4312,0.12121212121212122,268,0,0
0.4312,0.12121212121212122,268,0,0
0.4312,0.12121212121212122,268,0,0
0.4312,0.12121212121212122,268,0,0
0.4312,0.12121212121212122,268,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4296,0.045454545454545456,245,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4277,0.0,61,0,0
0.4275,0.030303030303030304,69,0,0
0.4275,0.030303030303030304,69,0,0
0.4275,0.030303030303030304,69,0,0
0.4275,0.030303030303030304,69,0,0
0.4271,0.0,67,0,0
0.4271,0.0,67,0,0
0.4271,0.0,67,0,0
0.4271,0.0,67,0,0
0.4238,0.09090909090909091,439,0,0
0.4238,0.09090909090909091,439,0,0
0.4235,0.07575757575757576,352,0,0
0.4235,0.07575757575757576,352,0,0
0.4235,0.07575757575757576,352,0,0
0.4235,0.07575757575757576,352,0,0
0.4235,0.07575757575757576,352,0,0
0.4224,0.0,48,0,0
0.4224,0.015151515151515152,73,0,0
0.4224,0.0,48,0,0
0.4224,0.0,48,0,0
0.4224,0.015151515151515152,73,0,0
0.4224,0.0,48,0,0
0.4224,0.015151515151515152,73,0,0
0.4224,0.015151515151515152,73,0,0
0.4179,0.09090909090909091,472,0,0
0.4179,0.09090909090909091,472,0,0
0.4179,0.09090909090909091,472,0,0
0.4179,0.09090909090909091,472,0,0
0.4179,0.09090909090909091,472,0,0
0.4179,0.09090909090909091,472,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4155,0.18181818181818182,346,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4139,0.09090909090909091,353,0,0
0.4126,0.0,83,0,0
0.4126,0.0,83,0,0
0.4068,0.015151515151515152,654,0,0
0.4068,0.015151515151515152,654,0,0
0.4068,0.015151515151515152,654,0,0
0.4068,0.015151515151515152,654,0,0
0.4068,0.015151515151515152,654,0,0
0.4067,0.09090909090909091,344,0,0
0.4067,0.09090909090909091,344,0,0
0.4067,0.09090909090909091,344,0,0
0.4067,0.09090909090909091,344,0,0
0.4061,0.09090909090909091,811,0,0
0.4061,0.09090909090909091,811,0,0
0.4061,0.09090909090909091,811,0,0
0.4061,0.09090909090909091,811,0,0
0.4049,0.13636363636363635,410,0,0
0.4049,0.13636363636363635,410,0,0
0.4049,0.13636363636363635,410,0,0
0.4049,0.13636363636363635,410,0,0
0.4047,0.0,35,0,0
0.4047,0.0,35,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4034,0.06060606060606061,158,0,0
0.4031,0.06060606060606061,263,0,0
0.4031,0.06060606060606061,263,0,0
0.4031,0.06060606060606061,263,0,0
0.4031,0.06060606060606061,263,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.401,0.045454545454545456,201,0,0
0.4002,0.10606060606060606,270,0,0
0.4002,0.10606060606060606,270,0,0
0.4002,0.10606060606060606,270,0,0
0.4002,0.10606060606060606,270,0,0
0.4001,0.10606060606060606,251,0,0
0.4001,0.10606060606060606,251,0,0
0.4001,0.10606060606060606,251,0,0
0.4001,0.10606060606060606,251,0,0
0.3987,0.10606060606060606,295,0,0
0.3987,0.10606060606060606,295,0,0
0.3973,0.0,134,0,0
0.3973,0.0,134,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3959,0.10606060606060606,1196,0,0
0.3952,0.16666666666666666,673,0,0
0.3952,0.16666666666666666,673,0,0
0.3952,0.16666666666666666,673,0,0
0.3952,0.16666666666666666,673,0,0
0.393,0.015151515151515152,156,0,0
0.393,0.015151515151515152,156,0,0
0.3915,0.09090909090909091,472,0,0
0.3915,0.09090909090909091,472,0,0
0.3915,0.09090909090909091,472,0,0
0.3915,0.09090909090909091,472,0,0
0.3897,0.015151515151515152,115,0,0
0.3897,0.015151515151515152,115,0,0
0.3897,0.015151515151515152,115,0,0
0.3897,0.015151515151515152,115,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.389,0.015151515151515152,82,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3886,0.030303030303030304,44,0,0
0.3885,0.015151515151515152,169,0,0
0.3885,0.015151515151515152,169,0,0
0.3885,0.015151515151515152,169,0,0
